ID,Collected.Date,Collected.By,Ymaze.Weight,Test,Ymaze.Apparatus,Ymaze.Distance,Ymaze.MeanSpeed,Ymaze.SponAlt,Ymaze.TotalArmEntries,Ymaze.AltArmReturns,Ymaze.Percent.SponAlt,Ymaze.Percent.AltArmReturns,Sex,Line,Genotype,Diet,Birth.Date,Housing.ID,Age.Tested.Days,Age.Tested.Months,AgeGrp
8005,2019-05-28,NA,54.56,32,Y-maze 2,12.047,0.025,16,32,14,53,47,Female,B6xD2Gpnmb,Ntg,45% HFD,2018-08-07,2628,294,9.64,10
8006,2019-05-28,NA,25.99,33,Y-maze 1,11.393,0.024,17,32,6,57,20,Female,B6xD2Gpnmb,5XFAD,45% HFD,2018-08-07,2628,294,9.64,10
8001,2019-05-28,NA,58.52,34,Y-maze 2,10.296,0.021,15,25,8,65,35,Female,B6xD2Gpnmb,Ntg,45% HFD,2018-08-07,2629,294,9.64,10
8002,2019-05-28,NA,38.55,35,Y-maze 1,19.794,0.041,28,49,12,60,26,Female,B6xD2Gpnmb,Ntg,45% HFD,2018-08-07,2629,294,9.64,10
8082,2019-05-28,NA,27.62,36,Y-maze 2,9.131,0.019,9,22,10,45,50,Female,B6xBXD50,Ntg,6% Extruded,2018-08-02,2649,299,9.8,10
8084,2019-05-28,NA,25.2,37,Y-maze 1,10.469,0.022,12,27,9,48,36,Female,B6xBXD50,5XFAD,6% Extruded,2018-08-02,2649,299,9.8,10
8085,2019-05-28,NA,21.48,38,Y-maze 2,8.511,0.018,9,17,4,60,27,Female,B6xBXD50,5XFAD,6% Extruded,2018-08-14,2649,287,9.41,10
8086,2019-05-28,NA,27.59,39,Y-maze 1,10.453,0.022,13,27,9,52,36,Female,B6xBXD50,Ntg,6% Extruded,2018-08-14,2649,287,9.41,10
8094,2019-05-28,NA,37.19,40,Y-maze 2,3.965,0.008,4,9,1,57,14,Male,B6xBXD50,5XFAD,6% Extruded,2018-08-14,2652,287,9.41,10
8095,2019-05-28,NA,30.94,41,Y-maze 1,9.437,0.02,13,22,4,65,20,Male,B6xBXD50,Ntg,6% Extruded,2018-08-14,2652,287,9.41,10
7987,2019-05-28,NA,48.86,42,Y-maze 2,11.866,0.025,18,29,4,67,15,Male,B6,5XFAD,6% Extruded,2018-08-14,2653,287,9.41,10
7988,2019-05-28,NA,39.47,43,Y-maze 1,11.244,0.023,15,30,10,54,36,Male,B6,5XFAD,6% Extruded,2018-08-14,2653,287,9.41,10
7989,2019-05-28,NA,48.8,44,Y-maze 2,10.351,0.022,13,25,5,57,22,Male,B6,Ntg,6% Extruded,2018-08-14,2653,287,9.41,10
7990,2019-05-28,NA,48.73,45,Y-maze 1,13.201,0.028,15,33,16,48,52,Male,B6,Ntg,6% Extruded,2018-08-14,2653,287,9.41,10
8055,2019-05-28,NA,29.67,46,Y-maze 2,15.483,0.032,24,35,8,73,24,Female,B6xBXD12,5XFAD,45% HFD,2018-08-14,2676,287,9.41,10
8056,2019-05-28,NA,24.42,47,Y-maze 1,16.803,0.035,21,44,15,50,36,Female,B6xBXD12,Ntg,45% HFD,2018-08-14,2676,287,9.41,10
8059,2019-05-28,NA,29.54,48,Y-maze 2,7.718,0.016,9,17,6,60,40,Female,B6xBXD12,5XFAD,45% HFD,2018-08-14,2677,287,9.41,10
8060,2019-05-28,NA,34.35,49,Y-maze 1,12.45,0.026,19,28,7,73,27,Female,B6xBXD12,Ntg,45% HFD,2018-08-14,2677,287,9.41,10
9658,2019-05-28,NA,43.24,50,Y-maze 2,8.708,0.018,13,19,3,76,18,Male,B6xBXD68,5XFAD,45% HFD,2018-11-01,3106,208,6.82,6
9659,2019-05-28,NA,41.42,51,Y-maze 1,10.437,0.022,19,28,2,73,8,Male,B6xBXD68,5XFAD,45% HFD,2018-11-01,3106,208,6.82,6
9660,2019-05-28,NA,44.45,52,Y-maze 2,10.024,0.021,13,25,5,57,22,Male,B6xBXD68,Ntg,45% HFD,2018-11-01,3106,208,6.82,6
9961,2019-05-28,NA,31.83,53,Y-maze 1,12.534,0.026,22,38,6,61,17,Male,B6xBXD12,5XFAD,45% HFD,2018-11-01,3132,208,6.82,6
9962,2019-05-28,NA,28.8,54,Y-maze 2,10.782,0.022,12,24,8,55,36,Male,B6xBXD12,Ntg,45% HFD,2018-11-01,3132,208,6.82,6
9963,2019-05-28,NA,35.51,55,Y-maze 1,14.445,0.03,20,39,10,54,27,Male,B6xBXD12,5XFAD,45% HFD,2018-11-01,3132,208,6.82,6
10149,2019-05-28,NA,29.39,57,Y-maze 1,4.806,0.01,4,10,1,50,13,Male,B6xBXD74,5XFAD,6% Extruded,2018-11-01,3135,208,6.82,6
9983,2019-05-28,NA,25.39,58,Y-maze 2,9.161,0.019,15,25,7,65,30,Female,B6xBXD87,Ntg,45% HFD,2018-11-01,3150,208,6.82,6
9984,2019-05-28,NA,23.36,59,Y-maze 1,9.57,0.02,16,29,5,59,19,Female,B6xBXD87,5XFAD,45% HFD,2018-11-01,3150,208,6.82,6
9986,2019-05-28,NA,25.37,60,Y-maze 2,14.535,0.03,23,36,3,68,9,Female,B6xBXD87,Ntg,45% HFD,2018-11-01,3151,208,6.82,6
9987,2019-05-28,NA,23.96,61,Y-maze 1,6.226,0.013,11,19,2,65,12,Female,B6xBXD87,5XFAD,45% HFD,2018-11-01,3151,208,6.82,6
10129,2019-05-28,NA,21.18,62,Y-maze 2,10.005,0.021,12,21,6,63,32,Female,B6xBXD73,Ntg,45% HFD,2018-11-01,3196,208,6.82,6
10131,2019-05-28,NA,21.97,63,Y-maze 1,12.201,0.025,17,34,8,53,25,Female,B6xBXD73,5XFAD,45% HFD,2018-11-01,3196,208,6.82,6
10132,2019-05-28,NA,22.28,64,Y-maze 2,8.096,0.017,10,20,5,56,28,Female,B6xBXD73,5XFAD,45% HFD,2018-11-01,3196,208,6.82,6
10153,2019-05-28,NA,45.51,65,Y-maze 1,4.5,0.009,5,14,2,42,17,Male,B6xBXD75,Ntg,45% HFD,2018-11-08,3197,201,6.59,6
10171,2019-05-28,NA,20.9,66,Y-maze 2,14.227,0.03,23,34,5,72,16,Female,B6xBXD169,Ntg,45% HFD,2018-11-01,3243,208,6.82,6
10637,2019-05-29,NA,32.39,67,Y-maze 1,12.619,0.026,13,29,8,48,30,Female,B6xBXD99,Ntg,6% Extruded,2018-12-04,3308,176,5.77,6
10600,2019-05-29,NA,33.68,68,Y-maze 2,10.85,0.023,11,24,6,50,27,Male,B6xBXD50,Ntg,6% Extruded,2018-12-04,3315,176,5.77,6
10601,2019-05-29,NA,28.72,69,Y-maze 1,9.878,0.021,14,23,5,67,24,Male,B6xBXD50,5XFAD,6% Extruded,2018-12-04,3315,176,5.77,6
10602,2019-05-29,NA,33.67,70,Y-maze 2,8.951,0.019,13,19,2,76,12,Male,B6xBXD50,Ntg,6% Extruded,2018-12-04,3315,176,5.77,6
10603,2019-05-29,NA,32.66,71,Y-maze 1,10.863,0.023,15,28,4,58,15,Male,B6xBXD50,Ntg,6% Extruded,2018-12-04,3315,176,5.77,6
10623,2019-05-29,NA,32.68,72,Y-maze 2,13.062,0.027,20,30,5,71,18,Male,B6xBXD87,5XFAD,45% HFD,2018-12-04,3371,176,5.77,6
10624,2019-05-29,NA,36.68,73,Y-maze 1,12.634,0.026,17,32,9,57,30,Male,B6xBXD87,Ntg,45% HFD,2018-12-04,3371,176,5.77,6
10625,2019-05-29,NA,44.83,74,Y-maze 2,10.028,0.021,17,25,5,74,22,Male,B6xBXD87,Ntg,45% HFD,2018-12-04,3371,176,5.77,6
10626,2019-05-29,NA,44.98,75,Y-maze 1,8.65,0.018,15,27,7,60,28,Male,B6xBXD87,Ntg,45% HFD,2018-12-04,3371,176,5.77,6
11036,2019-05-29,NA,33.86,76,Y-maze 2,13.504,0.028,21,34,5,66,16,Female,B6xBXD62,5XFAD,45% HFD,2018-12-25,3451,155,5.08,6
11037,2019-05-29,NA,30.63,77,Y-maze 1,14.435,0.03,22,37,4,63,11,Female,B6xBXD62,5XFAD,45% HFD,2018-12-25,3451,155,5.08,6
11038,2019-05-29,NA,28.98,78,Y-maze 2,15.185,0.032,22,32,6,73,20,Female,B6xBXD62,5XFAD,45% HFD,2018-12-25,3451,155,5.08,6
11039,2019-05-29,NA,34.89,79,Y-maze 1,11.52,0.024,13,29,6,48,22,Female,B6xBXD62,Ntg,45% HFD,2018-12-25,3451,155,5.08,6
11040,2019-05-29,NA,35.52,80,Y-maze 2,10.202,0.021,14,26,5,58,21,Female,B6xBXD62,Ntg,45% HFD,2018-12-25,3451,155,5.08,6
11044,2019-05-29,NA,28.65,81,Y-maze 1,10.106,0.021,15,28,4,58,15,Male,B6xBXD62,5XFAD,6% Extruded,2018-12-25,3452,155,5.08,6
11045,2019-05-29,NA,37.41,82,Y-maze 2,8.294,0.017,12,20,4,67,22,Male,B6xBXD62,Ntg,6% Extruded,2018-12-25,3452,155,5.08,6
11046,2019-05-29,NA,39,83,Y-maze 1,11.114,0.023,11,28,6,42,23,Male,B6xBXD62,Ntg,6% Extruded,2018-12-25,3452,155,5.08,6
11047,2019-05-29,NA,32.18,84,Y-maze 2,9.021,0.019,12,20,4,67,22,Male,B6xBXD62,5XFAD,6% Extruded,2018-12-25,3452,155,5.08,6
11049,2019-05-29,NA,31.96,85,Y-maze 1,7.809,0.016,8,15,4,62,31,Male,B6xBXD62,5XFAD,6% Extruded,2018-12-25,3452,155,5.08,6
11156,2019-05-29,NA,25.69,86,Y-maze 2,18.373,0.038,29,42,6,73,15,Female,B6xBXD87,5XFAD,45% HFD,2019-01-01,3456,148,4.85,4
11157,2019-05-29,NA,28.04,87,Y-maze 1,13.75,0.029,20,35,8,61,24,Female,B6xBXD87,Ntg,45% HFD,2019-01-01,3456,148,4.85,4
11158,2019-05-29,NA,23.73,88,Y-maze 2,13.859,0.029,15,35,11,45,33,Female,B6xBXD87,5XFAD,45% HFD,2019-01-01,3456,148,4.85,4
11159,2019-05-29,NA,24.36,89,Y-maze 1,16.661,0.035,16,44,18,38,43,Female,B6xBXD87,5XFAD,45% HFD,2019-01-01,3456,148,4.85,4
11153,2019-05-29,NA,28.71,90,Y-maze 2,24.614,0.051,36,60,17,62,29,Female,B6xBXD55,Ntg,45% HFD,2019-01-01,3510,148,4.85,4
11154,2019-05-29,NA,23.3,91,Y-maze 1,22.191,0.046,28,54,18,54,35,Female,B6xBXD55,5XFAD,45% HFD,2019-01-01,3510,148,4.85,4
11155,2019-05-29,NA,23.03,92,Y-maze 2,20.827,0.043,27,46,11,61,25,Female,B6xBXD55,Ntg,45% HFD,2019-01-01,3510,148,4.85,4
13299,2019-05-31,NA,18.57,1,Y-maze 1,6.894,0.014,7,22,5,35,25,Male,B6xBXD66,5XFAD,6% Extruded,2019-03-26,4093,66,2.16,2
13300,2019-05-31,NA,19.61,2,Y-maze 2,10.817,0.023,19,30,5,68,18,Male,B6xBXD66,Ntg,6% Extruded,2019-03-26,4093,66,2.16,2
13302,2019-05-31,NA,17.75,3,Y-maze 1,11.011,0.023,22,35,9,67,27,Male,B6xBXD66,5XFAD,6% Extruded,2019-03-26,4093,66,2.16,2
13314,2019-05-31,NA,15.09,4,Y-maze 2,11.739,0.024,21,38,9,58,25,Female,B6xBXD73,5XFAD,45% HFD,2019-03-26,4097,66,2.16,2
13315,2019-05-31,NA,16.51,5,Y-maze 1,10.787,0.022,18,33,7,58,23,Female,B6xBXD73,Ntg,45% HFD,2019-03-26,4097,66,2.16,2
13316,2019-05-31,NA,16.07,6,Y-maze 2,9.965,0.021,16,30,11,57,39,Female,B6xBXD73,Ntg,45% HFD,2019-03-26,4097,66,2.16,2
13317,2019-05-31,NA,15.8,7,Y-maze 1,12.76,0.027,20,33,10,65,32,Female,B6xBXD73,5XFAD,45% HFD,2019-03-26,4097,66,2.16,2
13318,2019-05-31,NA,14.88,8,Y-maze 2,10.253,0.021,21,31,4,72,14,Female,B6xBXD73,5XFAD,45% HFD,2019-03-26,4097,66,2.16,2
13280,2019-05-31,NA,22.91,9,Y-maze 1,9.476,0.02,13,24,7,59,32,Male,B6xBXD50,5XFAD,45% HFD,2019-03-26,4083,66,2.16,2
13281,2019-05-31,NA,23.36,10,Y-maze 2,12.444,0.026,21,33,6,68,19,Male,B6xBXD50,Ntg,45% HFD,2019-03-26,4083,66,2.16,2
13283,2019-05-31,NA,20.41,11,Y-maze 2,11.133,0.023,22,28,3,85,12,Male,B6xBXD50,Ntg,45% HFD,2019-03-26,4083,66,2.16,2
13282,2019-05-31,NA,21.1,12,Y-maze 1,9.678,0.02,16,28,8,62,31,Male,B6xBXD50,Ntg,45% HFD,2019-03-26,4083,66,2.16,2
13276,2019-05-31,NA,15.4,13,Y-maze 1,8.029,0.017,12,22,8,60,40,Female,B6xBXD50,5XFAD,45% HFD,2019-03-26,4084,66,2.16,2
13284,2019-05-31,NA,21.99,14,Y-maze 2,11.048,0.023,18,27,4,72,16,Male,B6xBXD50,5XFAD,45% HFD,2019-03-26,4083,66,2.16,2
13278,2019-05-31,NA,14.79,15,Y-maze 1,11.016,0.023,15,29,11,56,41,Female,B6xBXD50,Ntg,45% HFD,2019-03-26,4084,66,2.16,2
13279,2019-05-31,NA,16.18,16,Y-maze 2,14.43,0.03,26,39,10,70,27,Female,B6xBXD50,Ntg,45% HFD,2019-03-26,4084,66,2.16,2
13292,2019-05-31,NA,23.07,17,Y-maze 1,16.213,0.034,21,42,7,53,18,Male,B6xBXD55,5XFAD,45% HFD,2019-03-26,4091,66,2.16,2
13293,2019-05-31,NA,23.4,18,Y-maze 2,13.529,0.028,20,37,8,57,23,Male,B6xBXD55,Ntg,45% HFD,2019-03-26,4091,66,2.16,2
13295,2019-05-31,NA,23.19,20,Y-maze 1,13.568,0.028,23,36,10,68,29,Male,B6xBXD55,Ntg,45% HFD,2019-03-26,4091,66,2.16,2
13303,2019-05-31,NA,21.38,21,Y-maze 1,13.43,0.028,23,35,5,70,15,Male,B6xBXD66,Ntg,45% HFD,2019-03-26,4094,66,2.16,2
13301,2019-05-31,NA,21.42,22,Y-maze 2,10.651,0.022,14,33,15,45,48,Male,B6xBXD66,Ntg,45% HFD,2019-03-26,4094,66,2.16,2
13324,2019-05-31,NA,13.82,24,Y-maze 2,10.508,0.022,16,29,8,59,30,Female,B6xBXD152,5XFAD,45% HFD,2019-03-26,4099,66,2.16,2
13325,2019-05-31,NA,16.5,25,Y-maze 1,7.815,0.016,11,24,4,50,18,Female,B6xBXD152,5XFAD,45% HFD,2019-03-26,4099,66,2.16,2
13326,2019-05-31,NA,18.27,26,Y-maze 2,8.084,0.017,15,21,3,79,16,Female,B6xBXD152,Ntg,45% HFD,2019-03-26,4099,66,2.16,2
13288,2019-05-31,NA,23.19,27,Y-maze 1,11.002,0.023,17,30,5,61,18,Male,B6xBXD55,5XFAD,45% HFD,2019-03-26,4090,66,2.16,2
13289,2019-05-31,NA,25.49,28,Y-maze 2,19.02,0.04,30,52,18,60,36,Male,B6xBXD55,Ntg,45% HFD,2019-03-26,4090,66,2.16,2
13290,2019-05-31,NA,23.91,29,Y-maze 1,12.956,0.027,23,38,11,64,31,Male,B6xBXD55,Ntg,45% HFD,2019-03-26,4090,66,2.16,2
13334,2019-05-31,NA,24.65,30,Y-maze 2,13.286,0.028,20,39,16,54,43,Male,B6xBXD161,Ntg,6% Extruded,2019-03-26,4103,66,2.16,2
13335,2019-05-31,NA,23.45,31,Y-maze 1,8.211,0.017,12,25,7,52,30,Male,B6xBXD161,Ntg,6% Extruded,2019-03-26,4103,66,2.16,2
13341,2019-05-31,NA,20.78,32,Y-maze 2,11.842,0.025,22,33,8,71,26,Male,B6xBXD161,5XFAD,6% Extruded,2019-03-26,4103,66,2.16,2
13342,2019-05-31,NA,21.32,33,Y-maze 1,12.65,0.026,21,38,11,58,31,Male,B6xBXD161,5XFAD,6% Extruded,2019-03-26,4103,66,2.16,2
13343,2019-05-31,NA,22.38,34,Y-maze 2,10.911,0.023,14,28,11,54,42,Male,B6xBXD161,Ntg,6% Extruded,2019-03-26,4103,66,2.16,2
13285,2019-05-31,NA,23.41,35,Y-maze 1,13.449,0.028,22,36,7,65,21,Male,B6xBXD55,Ntg,6% Extruded,2019-03-26,4089,66,2.16,2
13286,2019-05-31,NA,22.75,36,Y-maze 2,7.266,0.015,10,21,5,53,26,Male,B6xBXD55,5XFAD,6% Extruded,2019-03-26,4089,66,2.16,2
13287,2019-05-31,NA,24.75,37,Y-maze 1,13.969,0.029,25,42,14,63,35,Male,B6xBXD55,5XFAD,6% Extruded,2019-03-26,4089,66,2.16,2
13319,2019-05-31,NA,23.86,38,Y-maze 2,7.456,0.016,14,20,2,78,11,Male,B6xBXD124,Ntg,6% Extruded,2019-03-26,4098,66,2.16,2
13320,2019-05-31,NA,23.32,39,Y-maze 1,8.536,0.018,15,24,7,68,32,Male,B6xBXD124,5XFAD,6% Extruded,2019-03-26,4098,66,2.16,2
13321,2019-05-31,NA,26.66,40,Y-maze 2,12.755,0.027,22,39,13,59,35,Male,B6xBXD124,Ntg,6% Extruded,2019-03-26,4098,66,2.16,2
13322,2019-05-31,NA,21.05,41,Y-maze 1,11.115,0.023,16,32,7,53,23,Male,B6xBXD124,5XFAD,6% Extruded,2019-03-26,4098,66,2.16,2
13323,2019-05-31,NA,24.94,42,Y-maze 2,7.152,0.015,8,17,6,53,40,Male,B6xBXD124,Ntg,6% Extruded,2019-03-26,4098,66,2.16,2
13330,2019-05-31,NA,24.72,43,Y-maze 1,4.306,0.009,8,12,2,80,20,Male,B6xBXD152,Ntg,6% Extruded,2019-03-26,4101,66,2.16,2
13331,2019-05-31,NA,20.3,44,Y-maze 2,7.798,0.016,14,23,4,67,19,Male,B6xBXD152,5XFAD,6% Extruded,2019-03-26,4101,66,2.16,2
13333,2019-05-31,NA,17.67,45,Y-maze 2,7.75,0.016,12,20,6,67,33,Male,B6xBXD152,5XFAD,6% Extruded,2019-03-26,4101,66,2.16,2
13332,2019-05-31,NA,21.15,46,Y-maze 1,7.31,0.015,16,24,6,73,27,Male,B6xBXD152,5XFAD,6% Extruded,2019-03-26,4101,66,2.16,2
13311,2019-05-31,NA,15.93,47,Y-maze 1,9.449,0.02,18,29,6,67,22,Female,B6xBXD68,Ntg,6% Extruded,2019-03-26,4096,66,2.16,2
13310,2019-05-31,NA,16.26,48,Y-maze 2,11.501,0.024,18,33,7,58,23,Female,B6xBXD68,5XFAD,6% Extruded,2019-03-26,4096,66,2.16,2
13313,2019-05-31,NA,15.07,49,Y-maze 2,13.314,0.028,23,34,8,72,25,Female,B6xBXD68,5XFAD,6% Extruded,2019-03-26,4096,66,2.16,2
13312,2019-05-31,NA,14.55,50,Y-maze 1,17.095,0.036,21,45,16,49,37,Female,B6xBXD68,5XFAD,6% Extruded,2019-03-26,4096,66,2.16,2
8129,2019-06-03,NA,27.08,1,Y-maze 1,4.867,0.01,3,9,1,43,14,Female,B6xBXD68,5XFAD,6% Extruded,2018-08-14,2630,293,9.61,10
8130,2019-06-03,NA,26.27,2,Y-maze 2,13.154,0.027,17,33,11,55,35,Female,B6xBXD68,Ntg,6% Extruded,2018-08-14,2630,293,9.61,10
8132,2019-06-03,NA,24,3,Y-maze 1,9.047,0.019,11,22,7,55,35,Female,B6xBXD68,Ntg,6% Extruded,2018-08-14,2630,293,9.61,10
8133,2019-06-03,NA,23.48,4,Y-maze 2,9.501,0.02,14,25,7,61,30,Female,B6xBXD68,Ntg,6% Extruded,2018-08-14,2630,293,9.61,10
8183,2019-06-03,NA,53.36,5,Y-maze 1,17.844,0.037,31,48,13,67,28,Male,B6xBXD125,Ntg,45% HFD,2018-08-21,2681,286,9.38,10
8184,2019-06-03,NA,55.58,6,Y-maze 2,12.661,0.026,13,32,8,43,27,Male,B6xBXD125,Ntg,45% HFD,2018-08-21,2681,286,9.38,10
8185,2019-06-03,NA,49.43,7,Y-maze 1,11.791,0.025,16,30,10,57,36,Male,B6xBXD125,Ntg,45% HFD,2018-08-21,2681,286,9.38,10
8186,2019-06-03,NA,54.78,8,Y-maze 2,9.354,0.019,10,22,2,50,10,Male,B6xBXD125,Ntg,45% HFD,2018-08-21,2681,286,9.38,10
8188,2019-06-03,NA,41.05,9,Y-maze 1,14.025,0.029,23,40,13,61,34,Male,B6xBXD125,5XFAD,45% HFD,2018-08-21,2681,286,9.38,10
8332,2019-06-03,NA,27.33,10,Y-maze 2,3.974,0.008,5,9,0,71,0,Male,B6xBXD39,5XFAD,6% Extruded,2018-08-21,2707,286,9.38,10
8333,2019-06-03,NA,31.12,11,Y-maze 1,12.083,0.025,13,28,6,50,23,Male,B6xBXD39,Ntg,6% Extruded,2018-08-21,2707,286,9.38,10
8335,2019-06-03,NA,25.28,13,Y-maze 1,14.947,0.031,17,31,6,59,21,Male,B6xBXD39,5XFAD,6% Extruded,2018-08-21,2707,286,9.38,10
8336,2019-06-03,NA,29.42,14,Y-maze 2,10.759,0.022,13,23,8,62,38,Male,B6xBXD39,5XFAD,6% Extruded,2018-08-21,2707,286,9.38,10
8357,2019-06-03,NA,25.28,15,Y-maze 1,27.418,0.057,33,63,24,54,39,Female,B6xBXD55,5XFAD,45% HFD,2018-08-21,2684,286,9.38,10
8358,2019-06-03,NA,27.91,16,Y-maze 2,22.177,0.046,26,50,18,54,38,Female,B6xBXD55,5XFAD,45% HFD,2018-08-21,2684,286,9.38,10
8359,2019-06-03,NA,34.46,17,Y-maze 1,16.416,0.034,23,39,10,62,27,Female,B6xBXD55,5XFAD,45% HFD,2018-08-21,2684,286,9.38,10
8360,2019-06-03,NA,34.36,18,Y-maze 2,17.846,0.037,23,38,12,64,33,Female,B6xBXD55,Ntg,45% HFD,2018-08-21,2684,286,9.38,10
8350,2019-06-03,NA,45.09,19,Y-maze 1,15.141,0.032,18,38,10,50,28,Male,B6xBXD55,5XFAD,45% HFD,2018-08-21,2709,286,9.38,10
8351,2019-06-03,NA,50.57,20,Y-maze 2,9.184,0.019,11,19,6,65,35,Male,B6xBXD55,5XFAD,45% HFD,2018-08-21,6597,286,9.38,10
8354,2019-06-03,NA,52.58,21,Y-maze 1,9.743,0.02,11,25,9,48,39,Male,B6xBXD55,Ntg,45% HFD,2018-08-21,2709,286,9.38,10
8355,2019-06-03,NA,43.88,22,Y-maze 2,13.069,0.027,15,28,10,58,38,Male,B6xBXD55,Ntg,45% HFD,2018-08-21,6597,286,9.38,10
8356,2019-06-03,NA,53.19,23,Y-maze 1,13.34,0.028,16,33,13,52,42,Male,B6xBXD55,5XFAD,45% HFD,2018-08-21,2709,286,9.38,10
8110,2019-06-03,NA,48.78,24,Y-maze 2,10.903,0.023,9,25,6,39,26,Male,B6xBXD62,Ntg,45% HFD,2018-08-21,2692,286,9.38,10
8111,2019-06-03,NA,51.73,25,Y-maze 1,10.618,0.022,16,29,9,59,33,Male,B6xBXD62,5XFAD,45% HFD,2018-08-21,2692,286,9.38,10
8113,2019-06-03,NA,48.08,26,Y-maze 2,10.026,0.021,18,22,2,90,10,Male,B6xBXD62,Ntg,45% HFD,2018-08-21,2692,286,9.38,10
8135,2019-06-03,NA,36.69,27,Y-maze 1,17.381,0.036,24,44,17,57,40,Female,B6xBXD68,5XFAD,45% HFD,2018-08-14,2631,293,9.61,10
8136,2019-06-03,NA,51.29,28,Y-maze 2,12.589,0.026,17,30,11,61,39,Female,B6xBXD68,5XFAD,45% HFD,2018-08-14,2631,293,9.61,10
8137,2019-06-03,NA,37.98,29,Y-maze 1,14.288,0.03,24,36,9,71,26,Female,B6xBXD68,5XFAD,45% HFD,2018-08-14,2631,293,9.61,10
8057,2019-06-03,NA,25.18,30,Y-maze 2,14.788,0.031,21,33,10,68,32,Female,B6xBXD12,5XFAD,45% HFD,2018-08-14,2676,293,9.61,10
8058,2019-06-03,NA,24.13,31,Y-maze 1,15.832,0.033,14,43,15,34,37,Female,B6xBXD12,5XFAD,45% HFD,2018-08-14,2676,293,9.61,10
8061,2019-06-03,NA,36.88,32,Y-maze 2,22.313,0.046,43,51,6,88,12,Female,B6xBXD12,5XFAD,45% HFD,2018-08-14,2677,293,9.61,10
8236,2019-06-03,NA,50.81,33,Y-maze 1,9.796,0.02,17,29,2,63,7,Female,B6xBXD161,Ntg,45% HFD,2018-08-21,2754,286,9.38,10
8237,2019-06-03,NA,49.98,34,Y-maze 2,9.223,0.019,15,26,6,63,25,Female,B6xBXD161,Ntg,45% HFD,2018-08-21,2754,286,9.38,10
8238,2019-06-03,NA,54.62,35,Y-maze 1,11.814,0.025,21,31,4,72,14,Female,B6xBXD161,5XFAD,45% HFD,2018-08-21,2754,286,9.38,10
8239,2019-06-03,NA,51.23,36,Y-maze 2,15.143,0.032,17,34,11,53,34,Female,B6xBXD161,5XFAD,45% HFD,2018-08-21,2754,286,9.38,10
8361,2019-06-03,NA,44.29,37,Y-maze 1,14.045,0.029,14,33,11,45,35,Male,B6xBXD68,Ntg,6% Extruded,2018-08-21,2711,286,9.38,10
8362,2019-06-03,NA,36.58,38,Y-maze 2,5.238,0.011,6,11,1,67,11,Male,B6xBXD68,5XFAD,6% Extruded,2018-08-21,2711,286,9.38,10
8363,2019-06-03,NA,32.88,39,Y-maze 1,11.797,0.025,16,30,5,57,18,Male,B6xBXD68,5XFAD,6% Extruded,2018-08-21,2711,286,9.38,10
8364,2019-06-03,NA,42.08,40,Y-maze 2,12.089,0.025,15,28,6,58,23,Male,B6xBXD68,Ntg,6% Extruded,2018-08-21,2711,286,9.38,10
8365,2019-06-03,NA,37.5,41,Y-maze 1,11.408,0.024,12,29,9,44,33,Male,B6xBXD68,Ntg,6% Extruded,2018-08-21,2711,286,9.38,10
8348,2019-06-03,NA,28.69,42,Y-maze 2,10.738,0.022,10,24,6,45,27,Female,B6xBXD55,5XFAD,6% Extruded,2018-08-21,2710,286,9.38,10
8240,2019-06-03,NA,49.25,43,Y-maze 1,7.146,0.015,12,19,3,71,18,Male,B6xBXD161,Ntg,6% Extruded,2018-08-21,2755,286,9.38,10
8243,2019-06-03,NA,48.87,44,Y-maze 2,8.16,0.017,11,19,4,65,24,Male,B6xBXD161,Ntg,6% Extruded,2018-08-21,2755,286,9.38,10
8244,2019-06-03,NA,44.83,45,Y-maze 1,7.846,0.016,13,22,5,65,25,Male,B6xBXD161,5XFAD,6% Extruded,2018-08-21,2755,286,9.38,10
8245,2019-06-03,NA,46.52,46,Y-maze 2,8.557,0.018,8,18,7,50,44,Male,B6xBXD161,5XFAD,6% Extruded,2018-08-21,2755,286,9.38,10
8098,2019-06-03,NA,39.48,47,Y-maze 1,10.692,0.022,15,24,4,68,18,Female,B6xBXD62,5XFAD,45% HFD,2018-08-21,2689,286,9.38,10
8091,2019-06-03,NA,40.31,48,Y-maze 2,8.196,0.017,13,20,5,72,28,Male,B6xBXD50,5XFAD,6% Extruded,2018-08-14,2652,293,9.61,10
8093,2019-06-03,NA,35.12,49,Y-maze 1,10.573,0.022,13,26,8,54,33,Male,B6xBXD50,5XFAD,6% Extruded,2018-08-14,2652,293,9.61,10
7991,2019-06-03,NA,39.06,50,Y-maze 2,8.079,0.017,6,19,4,35,24,Male,B6,5XFAD,6% Extruded,2018-08-14,2653,293,9.61,10
14566,2019-07-08,NA,20.73,1,Y-maze 1,12.273,0.026,14,29,11,52,41,Female,B6xBXD100,Ntg,6% Extruded,2019-05-21,4484,48,1.57,2
14567,2019-07-08,NA,17.23,2,Y-maze 2,11.484,0.024,17,26,2,71,8,Female,B6xBXD100,5XFAD,6% Extruded,2019-05-21,4484,48,1.57,2
14568,2019-07-08,NA,18.19,3,Y-maze 1,9.808,0.02,13,24,2,59,9,Female,B6xBXD100,5XFAD,6% Extruded,2019-05-21,4484,48,1.57,2
